Season,Week,Team.Name,Team.1.Player,Team.1.Skill,Team.1.Archetype,Gauntlet,,Team.2.Archetype,Team.2.Skill,Team.2.Player,Wins,Losses,,For Matchup Table,Filtering by week
Season 6,Week 8,ROOKIES,AI Ain,Sealed Tombs,Dark Magician,W,L,Shiranui Grass,S.Specialist,GG3723,1,0,,Dark MagicianShiranui Grass,Dark MagicianShiranui Grass
Season 6,Week 9,Destiny Draw,Bobby,Sealed Tombs,Blackwings,L,W,Dark Magician,Sealed Tombs,mankichi,0,1,,,
Season 6,Week 9,Destiny Draw,Bobby,Sealed Tombs,Dark Magician,W,L,Dark Magician,Sealed Tombs,mankichi,1,0,,Dark MagicianDark Magician,Dark MagicianDark Magician
Season 6,Week 9,Destiny Draw,Bobby,Sealed Tombs,Dark Magician,W,L,Elementsabers,S.Specialist,mankichi,1,0,,Dark MagicianElementsabers,Dark MagicianElementsabers
Season 6,Week 9,Destiny Draw,Bobby,Sealed Tombs,Dark Magician,L,W,Cyber Dragon,Cyber Style,rui,0,1,,,
Season 6,Week 9,Destiny Draw,TsunTsun,Compensation,Darklords,L,W,Cyber Dragon,Cyber Style,rui,0,1,,,
Season 6,Week 9,Destiny Draw,TsunTsun,MMC,Ritual Beasts,W,L,Cyber Dragon,Cyber Style,rui,1,0,,Ritual BeastsCyber Dragon,Ritual BeastsCyber Dragon
Season 6,Week 9,Destiny Draw,TsunTsun,MMC,Ritual Beasts,W,L,Shiranui Grass,S.Specialist,rui,1,0,,Ritual BeastsShiranui Grass,Ritual BeastsShiranui Grass
Season 6,Week 9,Destiny Draw,TsunTsun,MMC,Ritual Beasts,W,L,Darklords,Compensation,KIMERURU,1,0,,Ritual BeastsDarklords,Ritual BeastsDarklords
Season 6,Week 9,Destiny Draw,TsunTsun,MMC,Ritual Beasts,L,W,Darklords,Compensation,KIMERURU,0,1,,,
Season 6,Week 9,Destiny Draw,Yoshifumi,Sealed Tombs,Blackwings,W,L,Darklords,Compensation,KIMERURU,1,0,,BlackwingsDarklords,BlackwingsDarklords
Season 6,Week 9,Destiny Draw,Yoshifumi,Sealed Tombs,Blackwings,W,L,Elementsabers,Sorcery Conduit,SUN,1,0,,BlackwingsElementsabers,BlackwingsElementsabers
Season 6,Week 9,Destiny Draw,Yoshifumi,Sealed Tombs,Blackwings,L,W,Elementsabers,Sorcery Conduit,SUN,0,1,,,
Season 6,Week 9,Destiny Draw,Yoshifumi,Sorcery Conduit,Elementsabers,W,L,Elementsabers,Sorcery Conduit,SUN,1,0,,ElementsabersElementsabers,ElementsabersElementsabers
Season 6,Week 9,Destiny Draw,Yoshifumi,Sorcery Conduit,Elementsabers,W,L,Dark Magician,Sealed Tombs,SHUN,1,0,,ElementsabersDark Magician,ElementsabersDark Magician
Season 6,Week 9,Destiny Draw,Yoshifumi,Sorcery Conduit,Elementsabers,W,L,Shiranui Grass,S.Specialist,SHUN,1,0,,ElementsabersShiranui Grass,ElementsabersShiranui Grass
Season 6,Week 9,NEO,mankichi,Sealed Tombs,Dark Magician,W,L,Blackwings,Sealed Tombs,Bobby,1,0,,Dark MagicianBlackwings,Dark MagicianBlackwings
Season 6,Week 9,NEO,mankichi,Sealed Tombs,Dark Magician,L,W,Dark Magician,Sealed Tombs,Bobby,0,1,,,
Season 6,Week 9,NEO,mankichi,S.Specialist,Elementsabers,L,W,Dark Magician,Sealed Tombs,Bobby,0,1,,,
Season 6,Week 9,NEO,rui,Cyber Style,Cyber Dragon,W,L,Dark Magician,Sealed Tombs,Bobby,1,0,,Cyber DragonDark Magician,Cyber DragonDark Magician
Season 6,Week 9,NEO,rui,Cyber Style,Cyber Dragon,W,L,Darklords,Compensation,TsunTsun,1,0,,Cyber DragonDarklords,Cyber DragonDarklords
Season 6,Week 9,NEO,rui,Cyber Style,Cyber Dragon,L,W,Ritual Beasts,MMC,TsunTsun,0,1,,,
Season 6,Week 9,NEO,rui,S.Specialist,Shiranui Grass,L,W,Ritual Beasts,MMC,TsunTsun,0,1,,,
Season 6,Week 9,NEO,KIMERURU,Compensation,Darklords,L,W,Ritual Beasts,MMC,TsunTsun,0,1,,,
Season 6,Week 9,NEO,KIMERURU,Compensation,Darklords,W,L,Ritual Beasts,MMC,TsunTsun,1,0,,DarklordsRitual Beasts,DarklordsRitual Beasts
Season 6,Week 9,NEO,KIMERURU,Compensation,Darklords,L,W,Blackwings,Sealed Tombs,Yoshifumi,0,1,,,
Season 6,Week 9,NEO,SUN,Sorcery Conduit,Elementsabers,L,W,Blackwings,Sealed Tombs,Yoshifumi,0,1,,,
Season 6,Week 9,NEO,SUN,Sorcery Conduit,Elementsabers,W,L,Blackwings,Sealed Tombs,Yoshifumi,1,0,,ElementsabersBlackwings,ElementsabersBlackwings
Season 6,Week 9,NEO,SUN,Sorcery Conduit,Elementsabers,L,W,Elementsabers,Sorcery Conduit,Yoshifumi,0,1,,,
Season 6,Week 9,NEO,SHUN,Sealed Tombs,Dark Magician,L,W,Elementsabers,Sorcery Conduit,Yoshifumi,0,1,,,
Season 6,Week 9,NEO,SHUN,S.Specialist,Shiranui Grass,L,W,Elementsabers,Sorcery Conduit,Yoshifumi,0,1,,,
Season 6,Week 9,ROOKIES,Goburin,Sealed Tombs,Dark Magician,L,W,Elementsabers,Sorcery Conduit,SIMON,0,1,,,
Season 6,Week 9,ROOKIES,Goburin,Sealed Tombs,Dark Magician,W,L,Elementsabers,Sorcery Conduit,SIMON,1,0,,Dark MagicianElementsabers,Dark MagicianElementsabers
Season 6,Week 9,ROOKIES,Goburin,Sealed Tombs,Dark Magician,L,W,Dark Magician,Sealed Tombs,SIMON,0,1,,,
Season 6,Week 9,ROOKIES,Hokumon,Sealed Tombs,Blackwings,W,L,Dark Magician,Sealed Tombs,SIMON,1,0,,BlackwingsDark Magician,BlackwingsDark Magician
Season 6,Week 9,ROOKIES,Hokumon,Sealed Tombs,Blackwings,L,W,Elementsabers,Sorcery Conduit,Hiyama,0,1,,,
Season 6,Week 9,ROOKIES,Hokumon,Sealed Tombs,Dark Magician,L,W,Elementsabers,Sorcery Conduit,Hiyama,0,1,,,
Season 6,Week 9,ROOKIES,kinotomo,Sealed Tombs,Dark Magician,L,W,Elementsabers,Sorcery Conduit,Hiyama,0,1,,,
Season 6,Week 9,ROOKIES,kinotomo,Sorcery Conduit,Elementsabers,L,W,Elementsabers,Sorcery Conduit,Hiyama,0,1,,,
Season 6,Week 9,ROOKIES,AI Ain,Sealed Tombs,Ritual Beasts,W,L,Elementsabers,Sorcery Conduit,Hiyama,1,0,,Ritual BeastsElementsabers,Ritual BeastsElementsabers
Season 6,Week 9,ROOKIES,AI Ain,Sealed Tombs,Ritual Beasts,W,L,Elementsabers,Sorcery Conduit,Hiyama,1,0,,Ritual BeastsElementsabers,Ritual BeastsElementsabers
Season 6,Week 9,ROOKIES,AI Ain,Sealed Tombs,Ritual Beasts,W,L,Shiranui Grass,S.Specialist,Azukichi,1,0,,Ritual BeastsShiranui Grass,Ritual BeastsShiranui Grass
Season 6,Week 9,ROOKIES,AI Ain,Sealed Tombs,Ritual Beasts,L,W,Dark Magician,Sealed Tombs,Azukichi,0,1,,,
Season 6,Week 9,ROOKIES,AI Ain,Sorcery Conduit,Elementsabers,L,W,Dark Magician,Sealed Tombs,Azukichi,0,1,,,
Season 6,Week 9,ROOKIES,Karaagekun,Sealed Tombs,Blackwings,L,W,Dark Magician,Sealed Tombs,Azukichi,0,1,,,
Season 6,Week 9,ROOKIES,Karaagekun,S.Specialist,Shiranui Grass,W,L,Dark Magician,Sealed Tombs,Azukichi,1,0,,Shiranui GrassDark Magician,Shiranui GrassDark Magician
Season 6,Week 9,ROOKIES,Karaagekun,S.Specialist,Shiranui Grass,L,W,Ritual Beasts,MMC,misaka,0,1,,,
Season 6,Week 9,Switcheroo,SIMON,Sorcery Conduit,Elementsabers,W,L,Dark Magician,Sealed Tombs,Goburin,1,0,,ElementsabersDark Magician,ElementsabersDark Magician
Season 6,Week 9,Switcheroo,SIMON,Sorcery Conduit,Elementsabers,L,W,Dark Magician,Sealed Tombs,Goburin,0,1,,,
Season 6,Week 9,Switcheroo,SIMON,Sealed Tombs,Dark Magician,W,L,Dark Magician,Sealed Tombs,Goburin,1,0,,Dark MagicianDark Magician,Dark MagicianDark Magician
Season 6,Week 9,Switcheroo,SIMON,Sealed Tombs,Dark Magician,L,W,Blackwings,Sealed Tombs,Hokumon,0,1,,,
Season 6,Week 9,Switcheroo,Hiyama,Sorcery Conduit,Elementsabers,W,L,Blackwings,Sealed Tombs,Hokumon,1,0,,ElementsabersBlackwings,ElementsabersBlackwings
Season 6,Week 9,Switcheroo,Hiyama,Sorcery Conduit,Elementsabers,W,L,Dark Magician,Sealed Tombs,Hokumon,1,0,,ElementsabersDark Magician,ElementsabersDark Magician
Season 6,Week 9,Switcheroo,Hiyama,Sorcery Conduit,Elementsabers,W,L,Dark Magician,Sealed Tombs,kinotomo,1,0,,ElementsabersDark Magician,ElementsabersDark Magician
Season 6,Week 9,Switcheroo,Hiyama,Sorcery Conduit,Elementsabers,W,L,Elementsabers,Sorcery Conduit,kinotomo,1,0,,ElementsabersElementsabers,ElementsabersElementsabers
Season 6,Week 9,Switcheroo,Hiyama,Sorcery Conduit,Elementsabers,L,W,Ritual Beasts,Sealed Tombs,AI Ain,0,1,,,
Season 6,Week 9,Switcheroo,Hiyama,Sorcery Conduit,Elementsabers,L,W,Ritual Beasts,Sealed Tombs,AI Ain,0,1,,,
Season 6,Week 9,Switcheroo,Azukichi,S.Specialist,Shiranui Grass,L,W,Ritual Beasts,Sealed Tombs,AI Ain,0,1,,,
Season 6,Week 9,Switcheroo,Azukichi,Sealed Tombs,Dark Magician,W,L,Ritual Beasts,Sealed Tombs,AI Ain,1,0,,Dark MagicianRitual Beasts,Dark MagicianRitual Beasts
Season 6,Week 9,Switcheroo,Azukichi,Sealed Tombs,Dark Magician,W,L,Elementsabers,Sorcery Conduit,AI Ain,1,0,,Dark MagicianElementsabers,Dark MagicianElementsabers
Season 6,Week 9,Switcheroo,Azukichi,Sealed Tombs,Dark Magician,W,L,Blackwings,Sealed Tombs,Karaagekun,1,0,,Dark MagicianBlackwings,Dark MagicianBlackwings
Season 6,Week 9,Switcheroo,Azukichi,Sealed Tombs,Dark Magician,L,W,Shiranui Grass,S.Specialist,Karaagekun,0,1,,,
Season 6,Week 9,Switcheroo,misaka,MMC,Ritual Beasts,W,L,Shiranui Grass,S.Specialist,Karaagekun,1,0,,Ritual BeastsShiranui Grass,Ritual BeastsShiranui Grass
Season 6,Week 9,SEM,Manju,Sealed Tombs,Dark Magician,L,W,Cyber Dragon,Cyber Style,Yuya,0,1,,,
Season 6,Week 9,SEM,Manju,Sorcery Conduit,Elementsabers,L,W,Cyber Dragon,Cyber Style,Yuya,0,1,,,
Season 6,Week 9,SEM,CUBE,S.Specialist,Shiranui Grass,W,L,Cyber Dragon,Cyber Style,Yuya,1,0,,Shiranui GrassCyber Dragon,Shiranui GrassCyber Dragon
Season 6,Week 9,SEM,CUBE,S.Specialist,Shiranui Grass,W,L,Dark Magician,Sealed Tombs,Yuya,1,0,,Shiranui GrassDark Magician,Shiranui GrassDark Magician
Season 6,Week 9,SEM,CUBE,S.Specialist,Shiranui Grass,L,W,Elementsabers,Sorcery Conduit,soulcardinal06,0,1,,,
Season 6,Week 9,SEM,CUBE,Sorcery Conduit,Elementsabers,L,W,Elementsabers,Sorcery Conduit,soulcardinal06,0,1,,,
Season 6,Week 9,SEM,Sky Raker,Sealed Tombs,Dark Magician,L,W,Elementsabers,Sorcery Conduit,soulcardinal06,0,1,,,
Season 6,Week 9,SEM,Sky Raker,Sealed Tombs,Dark Magician,L,W,Elementsabers,Sorcery Conduit,soulcardinal06,0,1,,,
Season 6,Week 9,SEM,koichi,Sealed Tombs,Dark Magician,L,W,Elementsabers,Sorcery Conduit,soulcardinal06,0,1,,,
Season 6,Week 9,SEM,koichi,Sealed Tombs,Dark Magician,W,L,Elementsabers,Sorcery Conduit,soulcardinal06,1,0,,Dark MagicianElementsabers,Dark MagicianElementsabers
Season 6,Week 9,SEM,koichi,Sealed Tombs,Dark Magician,L,W,Blackwings,Sealed Tombs,soulcardinal06,0,1,,,
Season 6,Week 9,SEM,Grimmjow,Sorcery Conduit,Elementsabers,L,W,Blackwings,Sealed Tombs,soulcardinal06,0,1,,,
Season 6,Week 9,SEM,Grimmjow,S.Specialist,Shiranui Grass,L,W,Blackwings,Sealed Tombs,soulcardinal06,0,1,,,
Season 6,Week 9,Forbidden Ones,Yuya,Cyber Style,Cyber Dragon,W,L,Dark Magician,Sealed Tombs,Manju,1,0,,Cyber DragonDark Magician,Cyber DragonDark Magician
Season 6,Week 9,Forbidden Ones,Yuya,Cyber Style,Cyber Dragon,W,L,Elementsabers,Sorcery Conduit,Manju,1,0,,Cyber DragonElementsabers,Cyber DragonElementsabers
Season 6,Week 9,Forbidden Ones,Yuya,Cyber Style,Cyber Dragon,L,W,Shiranui Grass,S.Specialist,CUBE,0,1,,,
Season 6,Week 9,Forbidden Ones,Yuya,Sealed Tombs,Dark Magician,L,W,Shiranui Grass,S.Specialist,CUBE,0,1,,,
Season 6,Week 9,Forbidden Ones,soulcardinal06,Sorcery Conduit,Elementsabers,W,L,Shiranui Grass,S.Specialist,CUBE,1,0,,ElementsabersShiranui Grass,ElementsabersShiranui Grass
Season 6,Week 9,Forbidden Ones,soulcardinal06,Sorcery Conduit,Elementsabers,W,L,Elementsabers,Sorcery Conduit,CUBE,1,0,,ElementsabersElementsabers,ElementsabersElementsabers
Season 6,Week 9,Forbidden Ones,soulcardinal06,Sorcery Conduit,Elementsabers,W,L,Dark Magician,Sealed Tombs,Sky Raker,1,0,,ElementsabersDark Magician,ElementsabersDark Magician
Season 6,Week 9,Forbidden Ones,soulcardinal06,Sorcery Conduit,Elementsabers,W,L,Dark Magician,Sealed Tombs,Sky Raker,1,0,,ElementsabersDark Magician,ElementsabersDark Magician
Season 6,Week 9,Forbidden Ones,soulcardinal06,Sorcery Conduit,Elementsabers,W,L,Dark Magician,Sealed Tombs,koichi,1,0,,ElementsabersDark Magician,ElementsabersDark Magician
Season 6,Week 9,Forbidden Ones,soulcardinal06,Sorcery Conduit,Elementsabers,L,W,Dark Magician,Sealed Tombs,koichi,0,1,,,
Season 6,Week 9,Forbidden Ones,soulcardinal06,Sealed Tombs,Blackwings,W,L,Dark Magician,Sealed Tombs,koichi,1,0,,BlackwingsDark Magician,BlackwingsDark Magician
Season 6,Week 9,Forbidden Ones,soulcardinal06,Sealed Tombs,Blackwings,W,L,Elementsabers,Sorcery Conduit,Grimmjow,1,0,,BlackwingsElementsabers,BlackwingsElementsabers
Season 6,Week 9,Forbidden Ones,soulcardinal06,Sealed Tombs,Blackwings,W,L,Shiranui Grass,S.Specialist,Grimmjow,1,0,,BlackwingsShiranui Grass,BlackwingsShiranui Grass
Season 6,Week 9,Smogon Duel Links,iMagikarp,Sealed Tombs,Dark Magician,W,L,Shiranui Grass,S.Specialist,Burguer King,1,0,,Dark MagicianShiranui Grass,Dark MagicianShiranui Grass
Season 6,Week 9,Smogon Duel Links,iMagikarp,Sealed Tombs,Dark Magician,W,L,Dark Magician,Sealed Tombs,Burguer King,1,0,,Dark MagicianDark Magician,Dark MagicianDark Magician
Season 6,Week 9,Smogon Duel Links,iMagikarp,Sealed Tombs,Dark Magician,L,W,Darklords,Destiny Draw,hizuma,0,1,,,
Season 6,Week 9,Smogon Duel Links,iMagikarp,Sorcery Conduit,Elementsabers,L,W,Darklords,Destiny Draw,hizuma,0,1,,,
Season 6,Week 9,Smogon Duel Links,Spurrific,Sealed Tombs,Blackwings,W,L,Darklords,Destiny Draw,hizuma,1,0,,BlackwingsDarklords,BlackwingsDarklords
Season 6,Week 9,Smogon Duel Links,Spurrific,Sealed Tombs,Blackwings,L,W,Ritual Beasts,Sealed Tombs,hizuma,0,1,,,
Season 6,Week 9,Smogon Duel Links,Spurrific,Sealed Tombs,Dark Magician,W,L,Ritual Beasts,Sealed Tombs,hizuma,1,0,,Dark MagicianRitual Beasts,Dark MagicianRitual Beasts
Season 6,Week 9,Smogon Duel Links,Spurrific,Sealed Tombs,Dark Magician,L,W,Blackwings,Sealed Tombs,Belowski,0,1,,,
Season 6,Week 9,Smogon Duel Links,blarajan,Sorcery Conduit,Elementsabers,W,L,Blackwings,Sealed Tombs,Belowski,1,0,,ElementsabersBlackwings,ElementsabersBlackwings
Season 6,Week 9,Smogon Duel Links,blarajan,Sorcery Conduit,Elementsabers,L,W,Elementsabers,Sorcery Conduit,Belowski,0,1,,,
Season 6,Week 9,Smogon Duel Links,blarajan,Sealed Tombs,Dark Magician,L,W,Elementsabers,Sorcery Conduit,Belowski,0,1,,,
Season 6,Week 9,Smogon Duel Links,Rezileen,Sealed Tombs,Dark Magician,L,W,Elementsabers,Sorcery Conduit,Belowski,0,1,,,
Season 6,Week 9,Smogon Duel Links,Rezileen,Sealed Tombs,Dark Magician,W,L,Elementsabers,Sorcery Conduit,Belowski,1,0,,Dark MagicianElementsabers,Dark MagicianElementsabers
Season 6,Week 9,Smogon Duel Links,Rezileen,Sealed Tombs,Dark Magician,L,W,Blackwings,Sealed Tombs,durrrr,0,1,,,
Season 6,Week 9,Smogon Duel Links,Tman,Sorcery Conduit,Elementsabers,L,W,Blackwings,Sealed Tombs,durrrr,0,1,,,
Season 6,Week 9,Smogon Duel Links,Tman,Sorcery Conduit,Elementsabers,L,W,Blackwings,Sealed Tombs,durrrr,0,1,,,
Season 6,Week 9,The Immortals,Burguer King,S.Specialist,Shiranui Grass,L,W,Dark Magician,Sealed Tombs,iMagikarp,0,1,,,
Season 6,Week 9,The Immortals,Burguer King,Sealed Tombs,Dark Magician,L,W,Dark Magician,Sealed Tombs,iMagikarp,0,1,,,
Season 6,Week 9,The Immortals,hizuma,Destiny Draw,Darklords,W,L,Dark Magician,Sealed Tombs,iMagikarp,1,0,,DarklordsDark Magician,DarklordsDark Magician
Season 6,Week 9,The Immortals,hizuma,Destiny Draw,Darklords,W,L,Elementsabers,Sorcery Conduit,iMagikarp,1,0,,DarklordsElementsabers,DarklordsElementsabers
Season 6,Week 9,The Immortals,hizuma,Destiny Draw,Darklords,L,W,Blackwings,Sealed Tombs,Spurrific,0,1,,,
Season 6,Week 9,The Immortals,hizuma,Sealed Tombs,Ritual Beasts,W,L,Blackwings,Sealed Tombs,Spurrific,1,0,,Ritual BeastsBlackwings,Ritual BeastsBlackwings
Season 6,Week 9,The Immortals,hizuma,Sealed Tombs,Ritual Beasts,L,W,Dark Magician,Sealed Tombs,Spurrific,0,1,,,
Season 6,Week 9,The Immortals,Belowski,Sealed Tombs,Blackwings,W,L,Dark Magician,Sealed Tombs,Spurrific,1,0,,BlackwingsDark Magician,BlackwingsDark Magician
Season 6,Week 9,The Immortals,Belowski,Sealed Tombs,Blackwings,L,W,Elementsabers,Sorcery Conduit,blarajan,0,1,,,
Season 6,Week 9,The Immortals,Belowski,Sorcery Conduit,Elementsabers,W,L,Elementsabers,Sorcery Conduit,blarajan,1,0,,ElementsabersElementsabers,ElementsabersElementsabers
Season 6,Week 9,The Immortals,Belowski,Sorcery Conduit,Elementsabers,W,L,Dark Magician,Sealed Tombs,blarajan,1,0,,ElementsabersDark Magician,ElementsabersDark Magician
Season 6,Week 9,The Immortals,Belowski,Sorcery Conduit,Elementsabers,W,L,Dark Magician,Sealed Tombs,Rezileen,1,0,,ElementsabersDark Magician,ElementsabersDark Magician
Season 6,Week 9,The Immortals,Belowski,Sorcery Conduit,Elementsabers,L,W,Dark Magician,Sealed Tombs,Rezileen,0,1,,,
Season 6,Week 9,The Immortals,durrrr,Sealed Tombs,Blackwings,W,L,Dark Magician,Sealed Tombs,Rezileen,1,0,,BlackwingsDark Magician,BlackwingsDark Magician
Season 6,Week 9,The Immortals,durrrr,Sealed Tombs,Blackwings,W,L,Elementsabers,Sorcery Conduit,Tman,1,0,,BlackwingsElementsabers,BlackwingsElementsabers
Season 6,Week 9,The Immortals,durrrr,Sealed Tombs,Blackwings,W,L,Elementsabers,Sorcery Conduit,Tman,1,0,,BlackwingsElementsabers,BlackwingsElementsabers
Season 6,Week 9,Time do Zap,Luxun,Sealed Tombs,Dark Magician,W,L,Elementsabers,Sorcery Conduit,Gregulator,1,0,,Dark MagicianElementsabers,Dark MagicianElementsabers
Season 6,Week 9,Time do Zap,Luxun,Sealed Tombs,Dark Magician,L,W,Dark Magician,Sealed Tombs,Gregulator,0,1,,,
Season 6,Week 9,Time do Zap,Luxun,Cyber Style,Cyber Dragon,W,L,Dark Magician,Sealed Tombs,Gregulator,1,0,,Cyber DragonDark Magician,Cyber DragonDark Magician
Season 6,Week 9,Time do Zap,Luxun,Cyber Style,Cyber Dragon,W,L,Elementsabers,Sorcery Conduit,Herf,1,0,,Cyber DragonElementsabers,Cyber DragonElementsabers
Season 6,Week 9,Time do Zap,Luxun,Cyber Style,Cyber Dragon,W,L,Shiranui,Sealed Tombs,Herf,1,0,,Cyber DragonShiranui,Cyber DragonShiranui
Season 6,Week 9,Time do Zap,Luxun,Cyber Style,Cyber Dragon,L,W,Darklords,Compensation,HazMat,0,1,,,
Season 6,Week 9,Time do Zap,Vicent,Sealed Tombs,Blackwings,W,L,Darklords,Compensation,HazMat,1,0,,BlackwingsDarklords,BlackwingsDarklords
Season 6,Week 9,Time do Zap,Vicent,Sealed Tombs,Blackwings,W,L,Shiranui Grass,S.Specialist,HazMat,1,0,,BlackwingsShiranui Grass,BlackwingsShiranui Grass
Season 6,Week 9,Time do Zap,Vicent,Sealed Tombs,Blackwings,W,L,Ritual Beasts,MMC,soratun,1,0,,BlackwingsRitual Beasts,BlackwingsRitual Beasts
Season 6,Week 9,Time do Zap,Vicent,Sealed Tombs,Blackwings,L,W,Ritual Beasts,MMC,soratun,0,1,,,
Season 6,Week 9,Time do Zap,Vicent,Sorcery Conduit,Elementsabers,L,W,Ritual Beasts,MMC,soratun,0,1,,,
Season 6,Week 9,Time do Zap,JrCrazy,Sorcery Conduit,Elementsabers,L,W,Ritual Beasts,MMC,soratun,0,1,,,
Season 6,Week 9,Time do Zap,JrCrazy,Sorcery Conduit,Elementsabers,L,W,Ritual Beasts,MMC,soratun,0,1,,,
Season 6,Week 9,Time do Zap,Moha_Amin7,Sorcery Conduit,Elementsabers,W,L,Ritual Beasts,MMC,soratun,1,0,,ElementsabersRitual Beasts,ElementsabersRitual Beasts
Season 6,Week 9,Time do Zap,Moha_Amin7,Sorcery Conduit,Elementsabers,W,L,Elementsabers,Sorcery Conduit,Bollskis,1,0,,ElementsabersElementsabers,ElementsabersElementsabers
Season 6,Week 9,Time do Zap,Moha_Amin7,Sorcery Conduit,Elementsabers,L,W,Elementsabers,Sorcery Conduit,Bollskis,0,1,,,
Season 6,Week 9,Time do Zap,Moha_Amin7,Destiny Draw,Darklords,L,W,Elementsabers,Sorcery Conduit,Bollskis,0,1,,,
Season 6,Week 9,Time do Zap,Itachi,Sorcery Conduit,Elementsabers,DQL,DQW,Elementsabers,Sorcery Conduit,Bollskis,0,0,,,
Season 6,Week 9,Time do Zap,Itachi,Sealed Tombs,Dark Magician,W,L,Elementsabers,Sorcery Conduit,Bollskis,1,0,,Dark MagicianElementsabers,Dark MagicianElementsabers
Season 6,Week 9,Unforgiven Suspects,Gregulator,Sorcery Conduit,Elementsabers,L,W,Dark Magician,Sealed Tombs,Luxun,0,1,,,
Season 6,Week 9,Unforgiven Suspects,Gregulator,Sealed Tombs,Dark Magician,W,L,Dark Magician,Sealed Tombs,Luxun,1,0,,Dark MagicianDark Magician,Dark MagicianDark Magician
Season 6,Week 9,Unforgiven Suspects,Gregulator,Sealed Tombs,Dark Magician,L,W,Cyber Dragon,Cyber Style,Luxun,0,1,,,
Season 6,Week 9,Unforgiven Suspects,Herf,Sorcery Conduit,Elementsabers,L,W,Cyber Dragon,Cyber Style,Luxun,0,1,,,
Season 6,Week 9,Unforgiven Suspects,Herf,Sealed Tombs,Shiranui,L,W,Cyber Dragon,Cyber Style,Luxun,0,1,,,
Season 6,Week 9,Unforgiven Suspects,HazMat,Compensation,Darklords,W,L,Cyber Dragon,Cyber Style,Luxun,1,0,,DarklordsCyber Dragon,DarklordsCyber Dragon
Season 6,Week 9,Unforgiven Suspects,HazMat,Compensation,Darklords,L,W,Blackwings,Sealed Tombs,Vicent,0,1,,,
Season 6,Week 9,Unforgiven Suspects,HazMat,S.Specialist,Shiranui Grass,L,W,Blackwings,Sealed Tombs,Vicent,0,1,,,
Season 6,Week 9,Unforgiven Suspects,soratun,MMC,Ritual Beasts,L,W,Blackwings,Sealed Tombs,Vicent,0,1,,,
Season 6,Week 9,Unforgiven Suspects,soratun,MMC,Ritual Beasts,W,L,Blackwings,Sealed Tombs,Vicent,1,0,,Ritual BeastsBlackwings,Ritual BeastsBlackwings
Season 6,Week 9,Unforgiven Suspects,soratun,MMC,Ritual Beasts,W,L,Elementsabers,Sorcery Conduit,Vicent,1,0,,Ritual BeastsElementsabers,Ritual BeastsElementsabers
Season 6,Week 9,Unforgiven Suspects,soratun,MMC,Ritual Beasts,W,L,Elementsabers,Sorcery Conduit,JrCrazy,1,0,,Ritual BeastsElementsabers,Ritual BeastsElementsabers
Season 6,Week 9,Unforgiven Suspects,soratun,MMC,Ritual Beasts,W,L,Elementsabers,Sorcery Conduit,JrCrazy,1,0,,Ritual BeastsElementsabers,Ritual BeastsElementsabers
Season 6,Week 9,Unforgiven Suspects,soratun,MMC,Ritual Beasts,L,W,Elementsabers,Sorcery Conduit,Moha_Amin7,0,1,,,
Season 6,Week 9,Unforgiven Suspects,Bollskis,Sorcery Conduit,Elementsabers,L,W,Elementsabers,Sorcery Conduit,Moha_Amin7,0,1,,,
Season 6,Week 9,Unforgiven Suspects,Bollskis,Sorcery Conduit,Elementsabers,W,L,Elementsabers,Sorcery Conduit,Moha_Amin7,1,0,,ElementsabersElementsabers,ElementsabersElementsabers
Season 6,Week 9,Unforgiven Suspects,Bollskis,Sorcery Conduit,Elementsabers,W,L,Darklords,Destiny Draw,Moha_Amin7,1,0,,ElementsabersDarklords,ElementsabersDarklords
Season 6,Week 9,Unforgiven Suspects,Bollskis,Sorcery Conduit,Elementsabers,DQW,DQL,Elementsabers,Sorcery Conduit,Itachi,0,0,,,
Season 6,Week 9,Unforgiven Suspects,Bollskis,Sorcery Conduit,Elementsabers,L,W,Dark Magician,Sealed Tombs,Itachi,0,1,,,
Season 6,Week 9,Sun Clan,yasser,Sorcery Conduit,Elementsabers,W,L,Elementsabers,Sorcery Conduit,IV0RY,1,0,,ElementsabersElementsabers,ElementsabersElementsabers
Season 6,Week 9,Sun Clan,yasser,Sorcery Conduit,Elementsabers,W,L,Shiranui Grass,S.Specialist,IV0RY,1,0,,ElementsabersShiranui Grass,ElementsabersShiranui Grass
Season 6,Week 9,Sun Clan,yasser,Sorcery Conduit,Elementsabers,W,L,Darklords,Compensation,sinMavis,1,0,,ElementsabersDarklords,ElementsabersDarklords
Season 6,Week 9,Sun Clan,yasser,Sorcery Conduit,Elementsabers,W,L,Darklords,Compensation,sinMavis,1,0,,ElementsabersDarklords,ElementsabersDarklords
Season 6,Week 9,Sun Clan,yasser,Sorcery Conduit,Elementsabers,W,L,Dark Magician,Sealed Tombs,Mikoto,1,0,,ElementsabersDark Magician,ElementsabersDark Magician
Season 6,Week 9,Sun Clan,yasser,Sorcery Conduit,Elementsabers,W,L,Darklords,Compensation,Mikoto,1,0,,ElementsabersDarklords,ElementsabersDarklords
Season 6,Week 9,Sun Clan,yasser,Sorcery Conduit,Elementsabers,L,W,Dark Magician,Sealed Tombs,Roe,0,1,,,
